State & District,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50
"district_code:567, state_name:KARNATAKA, district_name:Davanagere",1945497,986400,959097,1308540,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,705099,170108,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,7176,100812,372671,7320,39416,354680,176011,530691,242130,446793,206686,269748,154781,123863,32375,1476376,467414,1943790,1068518,538551,336173
"district_code:568, state_name:KARNATAKA, district_name:Shimoga",1752753,877415,875338,1263016,674938,588078,308158,153546,154612,65412,32707,32705,780598,534487,246111,652789,127809,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,2023,128087,363835,8791,35207,352444,201662,554106,191641,385978,292481,251095,132138,111753,18036,1383122,355222,1738344,913150,513297,325542
"district_code:569, state_name:KARNATAKA, district_name:Udupi",1177361,562131,615230,926429,465704,460725,75429,36988,38441,52897,26228,26669,513241,335399,177842,459446,53795,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,522,83810,224814,9070,24817,269817,115572,385389,142493,286193,176260,178094,109663,107279,18444,1018426,204028,1222454,559565,340903,276234
"district_code:570, state_name:KARNATAKA, district_name:Chikmagalur",1137961,566622,571339,818345,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,480229,85545,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,1168,74534,238505,4510,18727,311660,80766,392426,114570,257550,160083,177585,96470,72420,12631,891309,204371,1095680,564994,341380,230864
"district_code:571, state_name:KARNATAKA, district_name:Tumkur",2678980,1350594,1328386,1813391,1006024,807367,506901,254535,252366,209559,105265,104294,1354646,837512,517134,1078431,276215,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,4223,116539,562769,7971,41751,685443,204799,890242,270373,500593,386998,423738,213588,143735,30687,1969712,686274,2655986,1351461,760936,564196
"district_code:572, state_name:KARNATAKA, district_name:Bangalore",9621551,5022661,4598890,7512276,4078041,3434235,1198385,607725,590660,190239,99164,91075,4246927,3115361,1131566,3858342,388585,5374624,95619,97914,108898,3944496,7725070,1248294,504863,13254,5531,83090,498,40951,1788912,2330631,430880,790103,300576,2967384,3267960,599794,1509693,1629870,2018079,1196965,1733274,198399,8886074,1304048,10190122,5275666,2909575,1424195
"district_code:573, state_name:KARNATAKA, district_name:Mandya",1805769,905085,900684,1149649,638668,510981,265294,131675,133619,22402,11310,11092,871408,575203,296205,714901,156507,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,2430,80452,391033,3367,20265,458867,103435,562302,145178,309476,226552,308624,157839,102838,19987,1270494,504734,1775228,902307,527236,375100
"district_code:574, state_name:KARNATAKA, district_name:Hassan",1776421,883667,892754,1225256,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,752387,151193,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,3250,90599,400702,4851,23444,496103,132878,628981,182255,354480,232531,292369,147837,103152,27774,1340398,401227,1741625,877340,522039,375918
"district_code:575, state_name:KARNATAKA, district_name:Dakshina Kannada",2089649,1034714,1054935,1666323,864019,802304,148178,73324,74854,82268,40961,41307,997721,620903,376818,914476,83245,1091928,33810,29274,188207,746430,1403854,501896,171398,525,445,10397,138,996,175270,386300,23305,55233,332919,317373,650292,191317,520715,296110,309141,178989,185916,36295,1718483,298846,2017329,1072417,608450,407902
"district_code:576, state_name:KARNATAKA, district_name:Kodagu",554519,274608,279911,412877,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,258753,20185,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,394,40958,113931,3308,10758,181182,31792,212974,51287,111562,75291,86232,54939,43225,8251,430787,91352,522139,276918,163360,113919
"district_code:577, state_name:KARNATAKA, district_name:Mysore",3001127,1511600,1489527,1962180,1063766,898414,536643,269331,267312,334547,166697,167850,1314268,921803,392465,1082108,232160,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,6871,273706,640868,28397,80086,540596,380386,920982,207091,537686,404565,452412,222230,212541,26834,2063359,747237,2810596,1580116,865220,553705
"district_code:578, state_name:KARNATAKA, district_name:Chamarajanagar",1020791,512231,508560,565279,312957,252322,259445,130894,128551,120219,59369,60850,481693,324326,157367,381408,100285,539098,113105,214303,14007,140278,942071,47210,22183,136,4872,761,140,3418,40944,212156,1334,11863,262680,57200,319880,82487,204765,132421,109361,57053,34799,9600,630486,401643,1032129,519046,294903,206003
"district_code:579, state_name:KARNATAKA, district_name:Gulbarga",2566326,1301755,1264571,1427368,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,844237,242791,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,18233,77334,404767,9752,52483,400704,199303,600007,177860,579057,270622,290570,153746,104256,20492,1596603,883704,2480307,1570719,604665,388935
"district_code:580, state_name:KARNATAKA, district_name:Yadgir",1174271,590329,583942,510003,306751,203252,273315,137204,136111,146849,73564,73285,547696,317135,230561,437241,110455,626575,159333,234655,13192,140516,997974,155340,8677,331,7970,1519,996,1464,18978,156222,1410,13216,207787,55208,262995,98481,204926,77942,73599,40104,27728,4634,527414,579042,1106456,738451,267222,168186
"district_code:581, state_name:KARNATAKA, district_name:Kolar",1536401,776396,760005,1016219,564110,452109,465867,232546,233321,78875,39997,38878,717872,454048,263824,584590,133282,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,1386,72407,309494,5051,27235,326567,151042,477609,138015,289841,228422,225498,107929,71422,17961,1079088,399089,1478177,841499,419380,274240
"district_code:582, state_name:KARNATAKA, district_name:Chikkaballapura",1255104,636437,618667,783222,442158,341064,312565,157628,154937,156487,79156,77331,639778,384452,255326,535565,104213,615326,212226,206939,20276,200337,1100131,147810,4684,264,85,975,77,1078,50936,257243,2672,17360,315649,94053,409702,100059,219778,193549,187040,80928,55056,6631,843041,380402,1223443,666451,350299,236864
"district_code:583, state_name:KARNATAKA, district_name:Bangalore Rural",990923,509172,481751,688749,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,389989,69902,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,1083,77454,214253,3729,17066,231052,95410,326462,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,535765,278153,176083
"district_code:584, state_name:KARNATAKA, district_name:Ramanagara",1082636,548008,534628,674758,378461,296297,203819,102612,101207,22946,11619,11327,531459,344349,187110,458841,72618,551177,208130,102460,17723,203146,959260,114311,6390,383,104,859,57,1272,46872,238926,2844,18003,266950,84834,351784,98447,187673,119218,155358,77233,46318,8802,693049,324721,1017770,559082,297330,224785
"district_code:585, state_name:GOA, district_name:North Goa",818008,416677,401331,663060,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,269437,58221,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,1802,132612,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035
"district_code:586, state_name:GOA, district_name:South Goa",640537,322463,318074,502427,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,206616,42974,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,1237,102191,138810,17624,44299,88620,162873,251493,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,314480,194872,130605
"district_code:587, state_name:LAKSHADWEEP, district_name:Lakshadweep",64473,33123,31350,52553,28023,24530,0,0,0,61120,30515,30605,18753,15318,3435,10804,7949,45720,0,0,264,18489,1788,62268,317,8,10,11,7,64,1779,10669,327,1501,5289,15953,21242,5641,13391,13836,13997,6642,3491,1059,58057,5953,64010,33877,19244,11237
"district_code:588, state_name:KERALA, district_name:Kasaragod",1307375,628613,678762,1037492,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,372700,90298,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,2226,74092,237670,10378,32484,251641,166164,417805,115476,268084,230416,238900,122657,76192,16585,1068310,212905,1281215,688763,369883,246975
"district_code:589, state_name:KERALA, district_name:Kannur",2523003,1181446,1341557,2138434,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,694209,129907,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,5945,115356,511167,32653,83940,306288,566191,872479,204713,487016,491844,540383,308670,217203,40277,2290106,279352,2569458,1187177,741984,588081
"district_code:590, state_name:KERALA, district_name:Wayanad",817420,401684,415736,645585,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,263445,76632,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,1866,23028,149864,4712,15944,266183,11805,277988,65326,144896,137227,184266,87042,51111,8786,678654,131211,809865,412806,246590,157326
"district_code:591, state_name:KERALA, district_name:Kozhikode",3086293,1470942,1615351,2615443,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,754187,194794,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,6967,145558,641660,36791,107602,323793,666543,990336,247996,564392,647221,630818,351267,250117,53166,2744977,335520,3080497,1487644,909581,686109
"district_code:592, state_name:KERALA, district_name:Malappuram",4112920,1960328,2152592,3311315,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,852047,210377,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,6225,139994,730119,27909,119918,634543,522586,1157129,415601,770417,814285,933793,392867,203779,41344,3572086,622345,4194431,2406005,1041361,662311
"district_code:593, state_name:KERALA, district_name:Palakkad",2809934,1359478,1450456,2239492,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,875540,166800,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,5685,178386,587583,27162,69440,665899,228442,894341,249198,492864,608176,572412,232109,180540,36370,2371669,439934,2811603,1395222,802611,608966
"district_code:594, state_name:KERALA, district_name:Thrissur",3121200,1480763,1640437,2678548,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,929506,166221,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,6251,338350,721625,56148,132774,336748,715119,1051867,222627,445696,524387,821831,362657,338600,71535,2787333,307665,3094998,1394214,931841,792182
"district_code:595, state_name:KERALA, district_name:Ernakulam",3282388,1619557,1662831,2855676,1425723,1429953,268411,131573,136838,16559,8349,8210,1249343,913249,336094,1061388,187955,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,6564,499291,771287,88737,184167,369694,804997,1174691,212263,446380,554817,702511,389793,429880,113133,2848777,268315,3117092,1396968,1024720,858010
"district_code:596, state_name:KERALA, district_name:Idukki",1108974,552808,556166,923010,471881,451129,145486,72399,73087,55815,27995,27820,516363,331710,184653,415947,100416,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,2690,54626,244844,8250,24863,391610,20823,412433,79149,166604,209398,261237,136428,86136,19252,958204,126589,1084793,494456,352163,261471
"district_code:597, state_name:KERALA, district_name:Kottayam",1974551,968289,1006262,1749798,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,604553,131182,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,4636,187213,464039,37849,83999,481967,196194,678161,117681,271496,373998,475724,280720,221350,52339,1793308,134393,1927701,811653,596302,565048
"district_code:598, state_name:KERALA, district_name:Alappuzha",2127789,1013142,1114647,1852797,890552,962245,201211,97183,104028,6574,3175,3399,804471,536738,267733,596387,208084,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,6942,274392,507913,28842,71593,331419,392117,723536,133039,334339,418953,573306,274789,198858,58096,1991380,163991,2155371,891512,648522,585591
"district_code:599, state_name:KERALA, district_name:Pathanamthitta",1197412,561716,635696,1062553,499181,563372,164465,78942,85523,8108,3947,4161,392794,281854,110940,293257,99537,804618,41414,55455,11074,284851,681666,55074,456404,153,150,44,262,3659,128889,302296,21015,49466,414992,57848,472840,64054,146138,202197,371128,172884,123549,32477,1112427,71053,1183480,479207,346161,370887
"district_code:600, state_name:KERALA, district_name:Kollam",2635375,1246968,1388407,2240273,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,695299,216726,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,6480,263148,630767,31542,83133,523715,401415,925130,172247,406592,562529,595191,307950,233402,64052,2341963,231286,2573249,1177359,795245,660965
"district_code:601, state_name:KERALA, district_name:Thiruvananthapuram",3301427,1581678,1719749,2785408,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,921282,310387,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,22019,343590,783872,71621,155321,559293,609824,1169117,206328,460690,642470,682156,389161,381782,76129,2838716,309042,3147758,1488441,989238,820024
"district_code:602, state_name:TAMIL NADU, district_name:Thiruvallur",3728104,1876062,1852042,2791721,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,1247918,290136,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614
"district_code:603, state_name:TAMIL NADU, district_name:Chennai",4646732,2335844,2310888,3776276,1968079,1808197,779667,389001,390666,10061,5207,4854,1817297,1369302,447995,1619554,197743,2829435,14454,13674,37345,1751824,3751322,439270,358662,2851,2804,51708,1759,38356,910262,1096334,217368,355838,0,1314125,1314125,167207,516445,720331,801050,464207,905515,67277,3642032,419065,4061097,2271657,1468902,899279
"district_code:604, state_name:TAMIL NADU, district_name:Kancheepuram",3998252,2012958,1985294,3013382,1611461,1401921,948081,474264,473817,41210,20605,20605,1673814,1181308,492506,1367378,306436,2324438,89343,272514,54732,1257225,3537399,173785,256762,1620,990,4962,756,21978,622095,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,2076492,1200284,715895
"district_code:605, state_name:TAMIL NADU, district_name:Vellore",3936331,1961688,1974643,2773928,1504355,1269573,860212,424668,435544,72955,36663,36292,1689330,1123874,565456,1360185,329145,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,7445,417535,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,2096113,1116437,720713
"district_code:606, state_name:TAMIL NADU, district_name:Tiruvannamalai",2464875,1235889,1228986,1626813,909803,717010,565329,282615,282714,90954,45956,44998,1238177,738995,499182,970072,268105,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,3486,176242,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1301347,683904,477668
